7	3.50066	-2.28457
2	-1.93483	-0.152227
1	3.38574	1.17821
0	-4.46367	2.03351
4	0.408927	-1.01068
1	3.42528	1.08032
4	0.556915	-1.04316
9	0.906111	-4.9814
5	0.543986	1.09693
9	0.897166	-4.82536
0	-4.86367	1.77244
6	-2.16943	-2.98491
9	0.879692	-4.43004
0	-4.6198	1.74737
1	3.20077	1.01082
5	0.343208	1.00381
9	0.750295	-4.387
7	3.40427	-2.05598
3	-1.16131	3.38182
4	0.267802	-1.0371
9	1.02551	-4.71578
6	-2.64537	-3.34737
6	-2.38482	-3.19287
5	0.223835	0.949921
4	0.422911	-0.910331
0	-4.89817	1.92549
7	3.76897	-2.23032
4	0.464414	-1.0536
0	-4.67246	1.60553
1	3.36308	1.26962
3	-1.72755	3.55975
1	3.54455	1.27552
3	-1.78827	3.56989
4	-0.515389	-0.538554
7	3.70043	-2.38548
2	-1.82466	-0.541499
7	3.42774	-2.34549
1	3.37808	1.14391
2	-1.7553	0.146863
1	3.59614	1.10411
1	3.21998	1.31183
7	2.08215	-1.25764
4	0.543173	-1.02353
2	-1.23017	-0.406614
3	-1.81596	3.52271
5	0.307085	0.917976
1	3.59315	1.59359
2	-1.77844	-0.461054
4	0.315611	-1.01945
4	0.436444	-1.21635
6	-2.61671	-3.23731
3	-1.67809	3.55918
5	0.271179	0.988628
5	0.281765	0.996035
6	-2.12945	-2.94939
0	-4.9991	1.72107
4	0.351419	-1.15643
1	3.51331	1.15325
9	0.902202	-4.40679
5	0.294627	1.16726
7	3.89009	-2.29134
8	1.59564	4.26243
9	1.84913	-3.08789
3	-1.59559	3.38879
7	3.79075	-1.94237
4	0.25612	-0.946219
6	-2.32809	-3.59709
4	0.370025	-1.03571
3	-1.77262	3.45217
0	-4.85459	1.95937
7	3.37658	-2.02149
0	-4.70193	1.70053
2	-1.86927	-0.481195
9	1.07198	-4.54811
1	3.24439	1.21448
7	3.42623	-2.03063
3	-1.70395	3.26361
2	-1.91219	-0.102676
9	0.705158	-3.98735
7	3.50457	-2.34917
7	3.61298	-2.13538
6	-2.60689	-3.52224
2	-1.92942	-0.334688
7	3.41566	-2.12868
8	1.68644	4.1389
4	0.368804	-0.924288
7	3.56227	-2.09713
3	-2.07179	3.61699
6	-2.45056	-3.08393
1	2.86868	1.23761
3	-1.85103	3.55936
6	-2.54884	-3.32283
9	0.643939	-3.51989
3	-1.92684	3.83559
1	3.21907	1.19937
4	0.255971	-1.30825
1	3.27537	1.18397
7	3.85109	-1.98639
6	-2.67281	-3.67298
9	0.840752	-4.39469
6	-2.19227	-2.7452
0	-4.77819	1.63069
5	0.23624	1.06952
4	0.404091	-1.1454
9	0.992433	-3.11598
9	0.831828	-4.32196
2	-1.92274	-0.650528
1	3.40519	1.34971
9	0.982858	-4.35114
4	0.46784	-1.04969
8	1.62018	4.21009
7	3.45149	-1.83768
3	-1.81841	3.61947
9	0.911679	-4.51321
7	3.84284	-1.85308
4	0.600701	-2.63544
4	0.607854	-0.901145
4	0.450768	-0.882866
9	0.904907	-4.22736
2	-1.79715	-0.188744
5	0.117324	1.12862
4	0.386093	-0.895958
7	3.66266	-1.97924
6	-2.34777	-3.23564
7	2.9715	-1.92105
9	0.770298	-4.26506
0	-5.0326	1.5425
5	0.280363	1.05466
8	1.53301	4.1107
5	0.214183	0.919171
6	-2.64081	-3.35757
6	-2.50636	-3.40491
5	0.236197	0.889239
7	3.57356	-2.12904
8	1.59024	3.94196
1	3.35973	1.03842
0	-4.96587	1.78713
1	3.2529	1.07738
6	-2.50742	-3.40951
4	0.376835	-1.21443
6	-2.4597	-3.26039
7	3.55183	-1.99451
3	-1.89716	3.56432
1	3.3494	1.16249
7	3.8657	-2.00968
1	3.42024	1.14477
8	1.65981	4.33395
2	-1.83686	-0.377062
0	-4.80276	1.65297
2	-1.49988	-0.306374
9	0.865924	-4.43964
9	0.877304	-3.30006
5	0.248324	1.02743
5	0.201835	0.921229
1	3.30812	1.23255
5	0.11044	0.913503
6	-2.51656	-3.2588
0	-4.94732	1.8501
3	-1.97738	2.50764
4	0.436586	-0.396027
4	0.523529	-1.36117
6	-2.65763	-3.47931
5	0.262344	1.00085
4	0.470307	-1.04999
6	-2.41451	-3.08986
5	0.245817	1.04793
4	0.344382	-1.03504
5	-0.0798117	1.3907
1	3.40365	1.01519
4	0.435421	-1.22146
4	0.348198	-0.948588
7	3.53095	-2.31796
2	-1.76243	-0.160521
3	-1.72955	3.52286
2	-1.72984	-0.403554
7	3.25763	-1.05923
1	3.37871	1.0999
8	1.38034	4.25077
1	3.36012	1.06065
8	1.46919	3.87082
1	3.29559	1.1485
8	1.61332	4.33885
5	0.281726	1.16836
0	-4.7866	1.8466
8	0.840571	3.59519
9	0.784778	-4.88845
2	-1.9183	-0.358433
5	0.0959257	0.9466
0	-4.87866	1.93324
1	3.24558	1.32561
1	3.48053	1.226
1	3.46579	1.28929
0	-4.80982	1.92775
9	1.31508	-3.87014
0	-4.77453	1.8066
3	-1.56563	3.1959
1	3.45753	1.11097
6	-2.36114	-2.9169
4	0.348804	-0.967029
2	-1.73178	-0.0692358
3	-1.54578	3.59031
6	-2.46049	-3.43253
1	3.30425	1.08659
1	3.38793	1.20524
1	3.41558	1.21799
3	-1.7458	3.50105
9	0.702791	-4.38715
5	0.186429	0.918369
2	-1.85898	-0.316333
9	0.563391	-3.69695
4	0.332908	-0.920843
5	0.356921	1.61838
9	0.769274	-4.53244
3	-1.78844	3.58832
9	0.989211	-3.21997
0	-4.87263	1.74535
3	-1.70243	3.55172
6	-2.01849	-2.65819
5	0.303891	1.09905
5	0.237506	0.818292
7	3.08131	-1.64524
2	-1.94725	-0.520516
2	-1.76877	-0.195795
7	3.53349	-2.27557
1	3.28225	1.19669
2	-2.01489	-0.180105
8	1.20124	4.00046
4	0.518981	-0.853579
1	3.385	1.00035
7	3.47048	-2.1113
3	-2.15785	3.97834
3	-1.79508	3.20339
8	1.65945	4.4074
8	1.67088	4.21964
7	3.53472	-1.99034
9	1.36532	-3.62604
2	-1.81608	-0.361441
2	-1.75257	-0.403185
4	0.357139	-1.0208
1	3.35603	1.12662
5	0.212695	1.00256
9	0.92723	-4.75747
8	2.00869	4.68233
7	3.70123	-1.88743
2	-2.1736	-0.369382
3	-1.44778	3.54173
0	-4.67087	1.78368
4	-1.61701	-2.14482
4	0.371534	-1.05031
2	-1.7226	-0.251221
4	0.257922	-1.06902
1	3.56179	1.16164
9	0.883098	-4.47524
5	0.218703	0.861603
7	3.4769	-2.13277
7	3.06105	-1.57778
2	-1.93249	-0.33828
8	1.71557	3.84635
2	-1.82436	-0.326619
6	-3.23296	-2.49843
8	1.71446	4.08286
5	0.144439	1.27859
7	3.31893	-1.91413
7	3.52028	-1.97141
9	0.921765	-4.0083
1	3.28456	1.04483
8	0.777292	4.02449
1	3.37642	1.16608
8	1.34082	4.02833
0	-4.81753	1.88564
3	-1.80756	3.64591
0	-5.08728	1.73637
1	3.38657	1.11114
9	0.81729	-3.68797
9	0.767356	-4.17033
4	0.337629	-1.10134
1	3.33634	1.17783
8	1.68332	4.24255
2	-1.79029	-0.278181
1	3.40508	1.12389
2	-1.9133	-0.407982
9	0.904977	-4.39639
7	3.83723	-1.20733
5	0.289406	1.13673
9	1.02997	-4.34945
2	-1.76642	-0.358849
6	-2.6455	-3.36723
4	0.454357	-1.22067
1	3.52145	1.15183
5	0.363211	0.824685
8	1.07287	2.82942
2	-1.77718	-0.522603
9	1.01656	-4.37392
2	-1.80767	-0.254145
0	-4.73778	1.79516
4	0.327608	-1.20073
0	-4.58626	1.72905
0	-4.75188	1.68003
2	-1.79426	-0.235871
8	1.62475	4.24548
4	0.124766	-0.664105
7	3.71035	-2.11983
1	3.32344	1.14632
2	-1.64454	-0.540156
4	0.424916	-1.00481
0	-4.99191	1.65744
2	-1.9974	-0.375588
7	3.57411	-1.68687
4	0.354174	-1.11053
3	-1.90153	3.56425
3	-1.88701	3.50547
0	-4.82053	2.15263
0	-4.79266	1.82922
3	-1.8638	3.46997
1	3.5718	1.27754
9	0.739047	-4.27128
6	-2.18791	-2.96743
5	0.140066	1.37504
2	-2.08322	-0.524743
5	0.0543984	1.09523
9	1.35835	-1.80387
2	-0.739786	-0.470009
9	0.803516	-4.75195
3	-1.89983	3.92768
0	-2.97644	2.65932
4	0.34175	-0.694937
2	-1.16428	-0.497348
0	-4.90987	1.81847
7	3.70061	-1.83179
1	3.3007	1.11838
1	3.36131	1.17241
2	-1.89231	-0.323482
1	3.40145	1.10887
5	0.091146	1.16714
3	-1.69647	3.40475
3	-1.78948	3.37413
9	0.967821	-4.21249
7	3.15886	-1.7478
8	1.69694	4.53617
6	-2.47461	-3.39594
5	-0.14404	1.55448
6	-2.24797	-1.90332
1	3.31925	1.0812
3	-1.78949	3.4075
8	1.30621	3.55636
1	3.43456	1.18038
0	-5.04234	1.82323
5	0.327451	0.836676
1	3.31085	1.08758
3	-1.79263	3.67577
1	3.57049	1.52515
5	0.16081	1.01481
5	0.156487	1.20489
6	-2.40055	-3.42686
1	3.50274	1.1579
8	1.64896	4.25202
5	0.288876	0.957406
1	3.19366	1.20315
7	3.18148	-1.7576
9	0.874466	-3.0352
4	0.744728	-1.2691
6	-2.67891	-3.35134
2	-1.8293	-0.681823
2	-1.83251	-0.103903
5	0.185753	1.02718
0	-4.99364	1.79453
6	-2.61001	-2.31317
5	0.173227	1.0228
6	-2.35787	-3.15898
3	-1.78023	3.55298
7	3.68755	-2.16224
2	-1.99433	-0.326981
0	-4.75492	1.50884
8	1.41671	3.78282
8	1.54131	3.98932
5	0.242995	1.05422
4	0.294287	-0.976372
1	3.38691	1.28193
1	3.4504	1.14836
4	0.348086	-1.03734
0	-4.80936	1.308
3	-1.96771	3.43606
3	-1.76808	3.59671
7	3.37505	-2.08652
6	-2.76965	-3.45866
1	3.42887	1.17946
6	-2.46883	-3.6195
2	-1.83978	-0.425465
1	3.52372	0.961372
9	1.06451	-4.08602
2	-1.94146	-0.331974
8	1.60234	3.95391
6	-2.61952	-3.43498
1	3.3928	1.31168
9	1.16509	-4.29638
5	0.210074	0.924186
2	-1.67223	-0.237785
5	0.151722	0.975272
4	0.375885	-1.11834
4	0.401529	-1.01532
2	-1.89783	-0.422287
8	1.6042	3.73233
3	-1.66993	3.49501
8	1.8495	4.44985
2	-1.45955	-0.222057
4	0.382519	-1.07356
5	0.202856	1.00975
0	-5.00092	1.8041
3	-1.8564	3.41712
1	3.2769	1.26585
7	3.59421	-2.07523
