7	32.3174	9.92476
2	18.1742	36.142
1	-20.2834	-21.0901
0	-43.4861	31.6679
4	27.5056	-40.5078
1	-26.6542	-26.6594
4	17.5974	-30.6625
9	25.2095	-10.419
5	-27.2978	1.49834
9	45.7641	-17.3859
0	-50.9356	34.7651
6	-4.78523	33.7863
9	44.166	-15.1708
0	-57.059	40.9438
1	-18.8699	-19.1668
5	-24.599	-2.06036
9	43.4989	-15.9261
7	40.0811	11.9328
3	-8.51665	-25.847
4	24.0088	-60.2249
9	36.5546	-12.1452
6	-8.43154	35.8241
6	-9.41777	42.7576
5	-42.296	3.13465
4	23.9384	-40.8287
0	-39.8019	28.9612
7	25.1933	7.75528
4	31.4192	-79.8282
0	-43.9961	33.8448
1	-19.8678	-21.7303
3	-17.9768	-89.9806
1	-24.8118	-21.3252
3	-12.1984	-61.4604
4	7.77783	-10.7842
7	38.5824	17.5993
2	14.3305	33.7539
7	27.6537	19.0701
1	-24.6231	-22.9829
2	3.09129	10.8738
1	-22.86	-23.1273
1	-15.8254	-15.2782
7	23.1212	13.5047
4	38.9356	-50.5156
2	7.37959	12.9585
3	-9.45584	-47.2123
5	-26.9546	1.47041
1	-21.4675	-22.6303
2	20.6274	40.0294
4	23.6234	-41.0685
4	36.2331	-52.7938
6	-16.2812	58.7432
3	-17.9875	-74.471
5	-39.8879	1.31862
5	-28.0213	3.83198
6	-7.32571	52.2492
0	-43.8266	32.1983
4	29.2514	-70.3476
1	-18.5518	-18.8767
9	54.0789	-24.134
5	-14.3891	0.0747131
7	27.2875	14.2946
8	0.890577	-2.14563
9	11.1464	-2.61528
3	-9.97278	-45.3198
7	27.0945	10.2305
4	16.3657	-29.953
6	-6.64509	42.2027
4	28.1617	-45.77
3	-17.5901	-78.5098
0	-36.0768	26.2214
7	38.5419	10.2664
0	-66.4375	47.4282
2	9.54488	26.919
9	20.5927	-8.53241
1	-19.6926	-19.1882
7	39.8385	18.6713
3	-14.3574	-77.3918
2	9.5649	23.4777
9	21.2409	-10.3878
7	26.1774	9.06696
7	20.2514	6.40802
6	-11.5361	54.8872
2	31.0436	61.7749
7	24.2696	10.9575
8	1.68965	-1.01907
4	20.948	-46.5772
7	33.5688	8.9516
3	-8.46127	-49.8451
6	-13.5416	65.3972
1	-6.64414	-12.0138
3	-15.6912	-82.6785
6	-14.3812	63.7979
9	21.9666	-11.9045
3	-12.8159	-70.5297
1	-19.8097	-21.8189
4	16.6169	-27.0616
1	-13.6885	-14.0813
7	27.5962	10.9852
6	-11.0479	39.291
9	49.2725	-19.177
6	-6.26277	43.3196
0	-56.0438	43.4306
5	-52.2462	3.30829
4	30.2774	-65.1597
9	20.3176	-6.42897
9	34.5243	-14.5135
2	16.1195	34.2895
1	-17.6528	-19.9542
9	36.2935	-19.036
4	33.3959	-67.3218
8	1.42869	-1.99116
7	14.6425	8.01395
3	-13.0786	-61.2722
9	33.1031	-13.5112
7	30.0732	12.8498
4	29.4231	-29.5984
4	28.1314	-45.711
4	25.9621	-51.3621
9	29.7703	-9.65579
2	9.43703	18.8042
5	-39.7569	3.77047
4	23.9727	-33.1202
7	24.9101	14.7101
6	-10.9541	67.2879
7	27.1926	10.9589
9	35.9186	-11.6234
0	-27.4909	27.5242
5	-42.9306	3.23814
8	1.14442	-2.65947
5	-50.6294	2.31736
6	-12.3771	53.9105
6	-9.80719	49.0737
5	-34.3015	2.16077
7	32.5719	14.0075
8	0.831289	-1.92827
1	-22.8124	-23.9967
0	-46.4871	32.9882
1	-19.7726	-21.2639
6	-10.0708	64.475
4	34.1744	-35.6432
6	-11.6743	50.8237
7	38.0629	14.3184
3	-13.4897	-54.2725
1	-20.2263	-22.8638
7	34.2458	14.2665
1	-22.6639	-24.4205
8	1.23689	-1.9947
2	24.6963	51.7402
0	-55.1582	43.8289
2	3.88817	12.6048
9	38.8313	-14.3573
9	25.1987	-8.25206
5	-40.3707	1.25084
5	-27.9131	1.69343
1	-19.5473	-20.137
5	-43.1595	2.88396
6	-14.8	62.287
0	-41.4489	32.3297
3	-2.93671	-27.95
4	21.6532	-36.7337
4	10.5308	-18.5397
6	-10.4649	66.731
5	-65.0885	5.58666
4	31.0692	-63.5077
6	-5.74652	34.7292
5	-49.584	3.29474
4	23.7616	-43.0501
5	-18.4917	-1.22961
1	-21.1917	-24.6593
4	23.952	-55.9405
4	36.522	-64.9894
7	12.0585	2.37429
2	8.53042	23.4295
3	-11.2561	-50.5556
2	18.9403	35.9499
7	3.66907	0.973905
1	-19.0142	-19.0368
8	1.8234	-1.74106
1	-22.5481	-24.2374
8	1.57313	-2.0813
1	-19.4017	-19.3555
8	1.32765	-2.54992
5	-27.2348	1.6935
0	-49.7908	41.0495
8	0.482129	-7.31135
9	41.5113	-16.613
2	17.4137	40.1428
5	-31.3659	2.37035
0	-54.5705	37.4788
1	-16.5483	-18.0398
1	-13.0408	-11.9938
1	-21.6562	-21.7947
0	-38.4666	30.6468
9	12.7785	-3.49278
0	-44.4738	29.4575
3	-4.33316	-23.4448
1	-21.0474	-22.3794
6	-14.1719	63.0137
4	29.4759	-56.9911
2	9.24977	19.5032
3	-14.8247	-72.7386
6	-15.0286	74.9316
1	-22.9241	-22.2565
1	-17.9446	-17.7755
1	-18.3728	-19.9074
3	-13.2832	-59.1224
9	33.9863	-13.7469
5	-31.8091	0.233506
2	26.8056	49.4289
9	23.3114	-14.7516
4	26.3573	-51.6055
5	-12.2142	-0.201633
9	41.5882	-14.3116
3	-10.2872	-49.3656
9	18.0414	-8.30998
0	-41.6434	31.6908
3	-18.6389	-91.1631
6	-5.80089	11.5426
5	-29.4492	1.00803
5	-42.7277	3.20701
7	17.9929	5.04113
2	9.85178	16.6376
2	11.0796	26.5758
7	38.3306	10.0358
1	-18.5568	-18.219
2	6.46367	19.2814
8	1.52851	-1.99728
4	19.7598	-38.2392
1	-20.9711	-21.3795
7	18.8496	5.98524
3	-10.5493	-67.6328
3	-9.55319	-55.185
8	1.76842	-3.12275
8	-0.254696	-3.16683
7	13.0041	1.80002
9	18.9451	-7.9105
2	20.3032	35.7453
2	26.2238	48.3009
4	39.8284	-70.0509
1	-24.3997	-24.3567
5	-32.1178	5.19577
9	27.1804	-8.3962
8	2.25095	-2.92908
7	18.4429	9.00334
2	9.69187	21.1296
3	-12.8024	-43.8125
0	-44.0729	34.3421
4	12.3426	8.3599
4	42.0494	-62.9381
2	12.335	25.5298
4	28.3285	-46.3675
1	-19.438	-17.8722
